date,frequency
16/04/2013,3
17/04/2013,5
18/04/2013,2
19/04/2013,0
20/04/2013,1
21/04/2013,0
22/04/2013,2
23/04/2013,1
24/04/2013,0
25/04/2013,1
26/04/2013,1
27/04/2013,1
28/04/2013,1
29/04/2013,0
30/04/2013,1
1/05/2013,1
2/05/2013,1
3/05/2013,2
4/05/2013,2
5/05/2013,0
6/05/2013,2
7/05/2013,1
8/05/2013,1
9/05/2013,1
10/05/2013,2
11/05/2013,0
12/05/2013,1
13/05/2013,1
14/05/2013,1
15/05/2013,0
16/05/2013,2
17/05/2013,3
18/05/2013,0
19/05/2013,0
20/05/2013,1
21/05/2013,3
22/05/2013,5
23/05/2013,1
24/05/2013,1
25/05/2013,2
26/05/2013,1
27/05/2013,1
28/05/2013,1
29/05/2013,1
30/05/2013,1
31/05/2013,5
1/06/2013,2
2/06/2013,0
3/06/2013,3
4/06/2013,1
5/06/2013,4
6/06/2013,3
7/06/2013,6
8/06/2013,2
9/06/2013,0
10/06/2013,7
11/06/2013,6
12/06/2013,1
13/06/2013,5
14/06/2013,4
15/06/2013,3
16/06/2013,1
17/06/2013,2
18/06/2013,4
19/06/2013,3
20/06/2013,3
21/06/2013,3
22/06/2013,1
23/06/2013,2
24/06/2013,5
25/06/2013,13
26/06/2013,5
27/06/2013,4
28/06/2013,3
29/06/2013,2
30/06/2013,0
1/07/2013,2
2/07/2013,1
3/07/2013,2
4/07/2013,3
5/07/2013,1
6/07/2013,2
7/07/2013,0
8/07/2013,4
9/07/2013,0
10/07/2013,3
11/07/2013,5
12/07/2013,3
13/07/2013,3
14/07/2013,0
15/07/2013,3
16/07/2013,5
17/07/2013,4
18/07/2013,5
19/07/2013,3
20/07/2013,3
21/07/2013,1
22/07/2013,7
23/07/2013,3
24/07/2013,21
25/07/2013,4
26/07/2013,4
27/07/2013,2
28/07/2013,1
29/07/2013,2
30/07/2013,8
31/07/2013,4
1/08/2013,3
2/08/2013,2
3/08/2013,4
4/08/2013,4
5/08/2013,2
6/08/2013,10
7/08/2013,5
8/08/2013,4
9/08/2013,5
10/08/2013,1
11/08/2013,2
12/08/2013,6
13/08/2013,2
14/08/2013,5
15/08/2013,4
16/08/2013,2
17/08/2013,3
18/08/2013,0
19/08/2013,3
20/08/2013,3
21/08/2013,7
22/08/2013,10
23/08/2013,1
24/08/2013,0
25/08/2013,4
26/08/2013,5
27/08/2013,3
28/08/2013,13
29/08/2013,1
30/08/2013,0
31/08/2013,0
1/09/2013,1
2/09/2013,2
3/09/2013,1
4/09/2013,1
5/09/2013,0
6/09/2013,2
7/09/2013,1
8/09/2013,1
9/09/2013,1
10/09/2013,2
11/09/2013,1
12/09/2013,1
13/09/2013,2
14/09/2013,2
15/09/2013,1
16/09/2013,1
17/09/2013,4
18/09/2013,1
19/09/2013,5
20/09/2013,3
21/09/2013,2
22/09/2013,3
23/09/2013,3
24/09/2013,3
25/09/2013,2
26/09/2013,8
27/09/2013,2
28/09/2013,6
29/09/2013,3
30/09/2013,9
1/10/2013,9
2/10/2013,5
3/10/2013,5
4/10/2013,2
5/10/2013,2
6/10/2013,1
7/10/2013,0
8/10/2013,4
9/10/2013,3
10/10/2013,1
11/10/2013,2
12/10/2013,1
13/10/2013,2
14/10/2013,2
15/10/2013,8
16/10/2013,4
17/10/2013,8
18/10/2013,1
19/10/2013,1
20/10/2013,1
21/10/2013,3
22/10/2013,4
23/10/2013,1
24/10/2013,5
25/10/2013,4
26/10/2013,3
27/10/2013,2
28/10/2013,1
29/10/2013,3
30/10/2013,9
31/10/2013,3
1/11/2013,0
2/11/2013,1
3/11/2013,2
4/11/2013,7
5/11/2013,5
6/11/2013,3
7/11/2013,4
8/11/2013,4
9/11/2013,1
10/11/2013,2
11/11/2013,2
12/11/2013,2
13/11/2013,5
14/11/2013,3
15/11/2013,2
16/11/2013,0
17/11/2013,3
18/11/2013,1
19/11/2013,3
20/11/2013,4
21/11/2013,4
22/11/2013,6
23/11/2013,1
24/11/2013,2
25/11/2013,4
26/11/2013,6
27/11/2013,2
28/11/2013,1
29/11/2013,1
30/11/2013,1
1/12/2013,1
2/12/2013,4
3/12/2013,4
4/12/2013,14
5/12/2013,5
6/12/2013,1
7/12/2013,0
8/12/2013,0
9/12/2013,4
10/12/2013,4
11/12/2013,2
12/12/2013,5
13/12/2013,2
14/12/2013,1
15/12/2013,1
16/12/2013,3
17/12/2013,3
18/12/2013,3
19/12/2013,1
20/12/2013,3
21/12/2013,1
22/12/2013,0
23/12/2013,0
24/12/2013,1
25/12/2013,1
26/12/2013,3
27/12/2013,2
28/12/2013,2
29/12/2013,3
30/12/2013,4
31/12/2013,7
1/01/2014,4
2/01/2014,4
3/01/2014,3
4/01/2014,2
5/01/2014,1
6/01/2014,2
7/01/2014,9
8/01/2014,2
9/01/2014,8
10/01/2014,2
11/01/2014,3
12/01/2014,1
13/01/2014,2
14/01/2014,3
15/01/2014,4
16/01/2014,10
17/01/2014,1
18/01/2014,1
19/01/2014,1
20/01/2014,1
21/01/2014,4
22/01/2014,4
23/01/2014,3
24/01/2014,2
25/01/2014,2
26/01/2014,0
27/01/2014,1
28/01/2014,34
29/01/2014,9
30/01/2014,7
31/01/2014,5
1/02/2014,2
2/02/2014,3
3/02/2014,3
4/02/2014,3
5/02/2014,2
6/02/2014,3
7/02/2014,1
8/02/2014,3
9/02/2014,3
10/02/2014,6
11/02/2014,3
12/02/2014,13
13/02/2014,1
14/02/2014,11
15/02/2014,0
16/02/2014,3
17/02/2014,1
18/02/2014,5
19/02/2014,7
20/02/2014,3
21/02/2014,0
22/02/2014,2
23/02/2014,1
24/02/2014,6
25/02/2014,13
26/02/2014,7
27/02/2014,14
28/02/2014,3
1/03/2014,1
2/03/2014,0
3/03/2014,2
4/03/2014,1
5/03/2014,10
6/03/2014,3
7/03/2014,12
8/03/2014,4
9/03/2014,1
10/03/2014,3
11/03/2014,3
12/03/2014,1
13/03/2014,5
14/03/2014,1
15/03/2014,3
16/03/2014,0
17/03/2014,6
18/03/2014,4
19/03/2014,4
20/03/2014,8
21/03/2014,1
22/03/2014,3
23/03/2014,2
24/03/2014,1
25/03/2014,1
26/03/2014,4
27/03/2014,6
28/03/2014,7
29/03/2014,2
30/03/2014,5
31/03/2014,6
1/04/2014,13
2/04/2014,15
3/04/2014,1
4/04/2014,2
5/04/2014,0
6/04/2014,1
7/04/2014,5
8/04/2014,13
9/04/2014,0
10/04/2014,4
11/04/2014,5
12/04/2014,3
13/04/2014,2
14/04/2014,2
15/04/2014,2
16/04/2014,6
17/04/2014,4
18/04/2014,1
19/04/2014,2
20/04/2014,2
21/04/2014,2
22/04/2014,1
23/04/2014,7
24/04/2014,2
25/04/2014,2
26/04/2014,1
27/04/2014,1
28/04/2014,3
29/04/2014,0
30/04/2014,9
1/05/2014,5
2/05/2014,1
3/05/2014,2
4/05/2014,1
5/05/2014,1
6/05/2014,2
7/05/2014,1
8/05/2014,4
9/05/2014,4
10/05/2014,2
11/05/2014,1
12/05/2014,2
13/05/2014,2
14/05/2014,2
15/05/2014,6
16/05/2014,2
17/05/2014,5
18/05/2014,1
19/05/2014,5
20/05/2014,1
21/05/2014,1
22/05/2014,2
23/05/2014,1
24/05/2014,2
25/05/2014,1
26/05/2014,1
27/05/2014,1
28/05/2014,4
29/05/2014,1
30/05/2014,1
31/05/2014,2
1/06/2014,0
2/06/2014,2
3/06/2014,2
4/06/2014,1
5/06/2014,1
6/06/2014,2
7/06/2014,2
8/06/2014,2
9/06/2014,11
10/06/2014,3
11/06/2014,2
12/06/2014,3
13/06/2014,0
14/06/2014,0
15/06/2014,1
16/06/2014,5
17/06/2014,2
18/06/2014,1
19/06/2014,1
20/06/2014,3
21/06/2014,2
22/06/2014,0
23/06/2014,14
24/06/2014,4
25/06/2014,1
26/06/2014,3
27/06/2014,6
28/06/2014,3
29/06/2014,3
30/06/2014,9
1/07/2014,6
2/07/2014,2
3/07/2014,3
4/07/2014,1
5/07/2014,1
6/07/2014,1
7/07/2014,0
8/07/2014,3
9/07/2014,4
10/07/2014,8
11/07/2014,2
12/07/2014,2
13/07/2014,0
14/07/2014,2
15/07/2014,6
16/07/2014,2
17/07/2014,4
18/07/2014,1
19/07/2014,0
20/07/2014,0
21/07/2014,2
22/07/2014,8
23/07/2014,0
24/07/2014,10
25/07/2014,0
26/07/2014,2
27/07/2014,1
28/07/2014,3
29/07/2014,2
30/07/2014,9
31/07/2014,4
1/08/2014,6
2/08/2014,1
3/08/2014,1
4/08/2014,6
5/08/2014,0
6/08/2014,1
7/08/2014,1
8/08/2014,0
9/08/2014,0
10/08/2014,0
11/08/2014,1
12/08/2014,1
13/08/2014,2
14/08/2014,1
15/08/2014,3
16/08/2014,2
17/08/2014,0
18/08/2014,1
19/08/2014,1
20/08/2014,1
21/08/2014,2
22/08/2014,0
23/08/2014,1
24/08/2014,1
25/08/2014,2
26/08/2014,6
27/08/2014,1
28/08/2014,3
29/08/2014,1
30/08/2014,2
31/08/2014,0
1/09/2014,1
2/09/2014,0
3/09/2014,2
4/09/2014,1
5/09/2014,3
6/09/2014,2
7/09/2014,0
8/09/2014,1
9/09/2014,3
10/09/2014,4
11/09/2014,2
12/09/2014,3
13/09/2014,0
14/09/2014,0
15/09/2014,1
16/09/2014,2
17/09/2014,3
18/09/2014,1
19/09/2014,8
20/09/2014,1
21/09/2014,0
22/09/2014,2
23/09/2014,8
24/09/2014,2
25/09/2014,4
26/09/2014,2
27/09/2014,1
28/09/2014,0
29/09/2014,0
30/09/2014,1
1/10/2014,3
2/10/2014,13
3/10/2014,3
4/10/2014,1
5/10/2014,0
6/10/2014,3
7/10/2014,2
8/10/2014,1
9/10/2014,0
10/10/2014,4
11/10/2014,2
12/10/2014,0
13/10/2014,1
14/10/2014,2
15/10/2014,3
16/10/2014,0
17/10/2014,2
18/10/2014,2
19/10/2014,0
20/10/2014,2
21/10/2014,2
22/10/2014,1
23/10/2014,1
24/10/2014,0
25/10/2014,3
26/10/2014,0
27/10/2014,0
28/10/2014,0
29/10/2014,3
30/10/2014,3
31/10/2014,14
1/11/2014,1
2/11/2014,0
3/11/2014,0
4/11/2014,0
5/11/2014,1
6/11/2014,2
7/11/2014,2
8/11/2014,1
9/11/2014,0
10/11/2014,3
11/11/2014,3
12/11/2014,4
13/11/2014,3
14/11/2014,2
15/11/2014,4
16/11/2014,0
17/11/2014,4
18/11/2014,1
19/11/2014,1
20/11/2014,17
21/11/2014,7
22/11/2014,1
23/11/2014,0
24/11/2014,1
25/11/2014,4
26/11/2014,0
27/11/2014,2
28/11/2014,1
29/11/2014,2
30/11/2014,0
1/12/2014,2
2/12/2014,1
3/12/2014,2
4/12/2014,2
5/12/2014,3
6/12/2014,3
7/12/2014,0
8/12/2014,1
9/12/2014,8
10/12/2014,2
11/12/2014,1
12/12/2014,0
13/12/2014,1
14/12/2014,3
15/12/2014,5
16/12/2014,2
17/12/2014,3
18/12/2014,3
19/12/2014,0
20/12/2014,2
21/12/2014,0
22/12/2014,0
23/12/2014,2
24/12/2014,1
25/12/2014,2
26/12/2014,2
27/12/2014,0
28/12/2014,0
29/12/2014,2
30/12/2014,4
31/12/2014,2
1/01/2015,1
2/01/2015,1
3/01/2015,0
4/01/2015,1
5/01/2015,2
6/01/2015,2
7/01/2015,10
8/01/2015,0
9/01/2015,3
10/01/2015,1
11/01/2015,0
12/01/2015,7
13/01/2015,0
14/01/2015,1
15/01/2015,0
16/01/2015,2
17/01/2015,1
18/01/2015,0
19/01/2015,1
20/01/2015,36
21/01/2015,0
22/01/2015,0
23/01/2015,1
24/01/2015,1
25/01/2015,0
26/01/2015,0
27/01/2015,1
28/01/2015,0
29/01/2015,1
30/01/2015,2
31/01/2015,2
1/02/2015,0
2/02/2015,1
3/02/2015,0
4/02/2015,1
5/02/2015,1
6/02/2015,8
7/02/2015,0
8/02/2015,1
9/02/2015,2
10/02/2015,0
11/02/2015,0
12/02/2015,3
13/02/2015,0
14/02/2015,2
15/02/2015,0
16/02/2015,0
17/02/2015,0
18/02/2015,2
19/02/2015,1
20/02/2015,1
21/02/2015,1
22/02/2015,0
23/02/2015,3
24/02/2015,3
25/02/2015,2
26/02/2015,2
27/02/2015,2
28/02/2015,0
1/03/2015,0
2/03/2015,2
3/03/2015,1
4/03/2015,1
5/03/2015,1
6/03/2015,0
7/03/2015,13
8/03/2015,1
9/03/2015,0
10/03/2015,12
11/03/2015,0
12/03/2015,1
13/03/2015,1
14/03/2015,1
15/03/2015,0
16/03/2015,1
17/03/2015,1
18/03/2015,5
19/03/2015,3
20/03/2015,1
21/03/2015,1
22/03/2015,0
23/03/2015,4
24/03/2015,3
25/03/2015,5
26/03/2015,9
27/03/2015,1
28/03/2015,1
29/03/2015,0
30/03/2015,1
31/03/2015,2
1/04/2015,2
2/04/2015,3
3/04/2015,5
4/04/2015,0
5/04/2015,0
6/04/2015,1
7/04/2015,1
8/04/2015,1
9/04/2015,2
10/04/2015,2
11/04/2015,2
12/04/2015,0
13/04/2015,1
14/04/2015,2
15/04/2015,1
16/04/2015,7
17/04/2015,0
18/04/2015,1
19/04/2015,0
20/04/2015,2
21/04/2015,0
22/04/2015,11
23/04/2015,4
24/04/2015,1
25/04/2015,3
26/04/2015,0
27/04/2015,3
28/04/2015,0
29/04/2015,2
30/04/2015,1
1/05/2015,1
2/05/2015,2
3/05/2015,0
4/05/2015,2
5/05/2015,2
6/05/2015,1
7/05/2015,3
8/05/2015,3
9/05/2015,0
10/05/2015,0
11/05/2015,3
12/05/2015,1
13/05/2015,1
14/05/2015,2
15/05/2015,1
16/05/2015,1
17/05/2015,0
18/05/2015,3
19/05/2015,2
20/05/2015,5
21/05/2015,0
22/05/2015,1
23/05/2015,1
24/05/2015,0
25/05/2015,0
26/05/2015,1
27/05/2015,2
28/05/2015,1
29/05/2015,3
30/05/2015,0
31/05/2015,1
1/06/2015,4
2/06/2015,3
3/06/2015,3
4/06/2015,2
5/06/2015,3
6/06/2015,3
7/06/2015,0
8/06/2015,1
9/06/2015,0
10/06/2015,1
11/06/2015,1
12/06/2015,0
13/06/2015,0
14/06/2015,1
15/06/2015,1
16/06/2015,1
17/06/2015,1
18/06/2015,1
19/06/2015,2
20/06/2015,1
21/06/2015,0
22/06/2015,5
23/06/2015,0
24/06/2015,1
25/06/2015,8
26/06/2015,16
27/06/2015,3
28/06/2015,1
29/06/2015,0
30/06/2015,2
1/07/2015,4
2/07/2015,21
3/07/2015,0
4/07/2015,2
5/07/2015,1
6/07/2015,0
7/07/2015,0
8/07/2015,1
9/07/2015,1
10/07/2015,1
11/07/2015,1
12/07/2015,0
13/07/2015,0
14/07/2015,29
15/07/2015,0
16/07/2015,1
17/07/2015,2
18/07/2015,1
19/07/2015,0
20/07/2015,4
21/07/2015,0
22/07/2015,1
23/07/2015,1
24/07/2015,0
25/07/2015,0
26/07/2015,0
27/07/2015,2
28/07/2015,2
29/07/2015,0
30/07/2015,2
31/07/2015,2
1/08/2015,3
2/08/2015,1
3/08/2015,2
4/08/2015,4
5/08/2015,12
6/08/2015,2
7/08/2015,3
8/08/2015,2
9/08/2015,0
10/08/2015,2
11/08/2015,2
12/08/2015,3
13/08/2015,2
14/08/2015,4
15/08/2015,0
16/08/2015,0
17/08/2015,1
18/08/2015,1
19/08/2015,1
20/08/2015,1
21/08/2015,4
22/08/2015,1
23/08/2015,0
24/08/2015,2
25/08/2015,2
26/08/2015,2
27/08/2015,1
28/08/2015,1
29/08/2015,1
30/08/2015,0
31/08/2015,1
1/09/2015,3
2/09/2015,2
3/09/2015,0
4/09/2015,3
5/09/2015,1
6/09/2015,0
7/09/2015,2
8/09/2015,2
9/09/2015,2
10/09/2015,3
11/09/2015,1
12/09/2015,1
13/09/2015,0
14/09/2015,1
15/09/2015,1
16/09/2015,1
17/09/2015,3
18/09/2015,2
19/09/2015,1
20/09/2015,0
21/09/2015,2
22/09/2015,1
23/09/2015,3
24/09/2015,1
25/09/2015,3
26/09/2015,2
27/09/2015,0
28/09/2015,0
29/09/2015,4
30/09/2015,3
1/10/2015,1
2/10/2015,3
3/10/2015,2
4/10/2015,0
5/10/2015,1
6/10/2015,0
7/10/2015,2
8/10/2015,3
9/10/2015,1
10/10/2015,0
11/10/2015,0
12/10/2015,0
13/10/2015,2
14/10/2015,2
15/10/2015,1
16/10/2015,2
17/10/2015,2
18/10/2015,0
19/10/2015,0
20/10/2015,2
21/10/2015,0
22/10/2015,0
23/10/2015,1
24/10/2015,1
25/10/2015,0
26/10/2015,1
27/10/2015,1
28/10/2015,3
29/10/2015,3
30/10/2015,3
31/10/2015,4
1/11/2015,2
2/11/2015,2
3/11/2015,0
4/11/2015,1
5/11/2015,0
6/11/2015,11
7/11/2015,1
8/11/2015,0
9/11/2015,7
10/11/2015,1
11/11/2015,2
12/11/2015,0
13/11/2015,2
14/11/2015,0
15/11/2015,0
16/11/2015,0
17/11/2015,2
18/11/2015,2
19/11/2015,2
20/11/2015,5
21/11/2015,0
22/11/2015,0
23/11/2015,2
24/11/2015,0
25/11/2015,0
26/11/2015,2
27/11/2015,3
28/11/2015,0
29/11/2015,0
30/11/2015,2
1/12/2015,1
2/12/2015,2
3/12/2015,0
4/12/2015,1
5/12/2015,1
6/12/2015,1
7/12/2015,2
8/12/2015,2
9/12/2015,2
10/12/2015,0
11/12/2015,0
12/12/2015,1
13/12/2015,1
14/12/2015,1
15/12/2015,3
16/12/2015,2
17/12/2015,2
18/12/2015,2
19/12/2015,1
20/12/2015,1
21/12/2015,3
22/12/2015,2
23/12/2015,0
24/12/2015,1
25/12/2015,2
26/12/2015,1
27/12/2015,0
28/12/2015,1
29/12/2015,2
30/12/2015,2
31/12/2015,3
,
,
